,city-cn,lat,lng
1980,Svrljig-Serbia,43.4129,22.1252
1981,Sokobanja-Serbia,43.6453,21.8692
1982,Boljevac-Serbia,43.8321,21.9609
1983,Zajecar-Serbia,43.9019,22.2755
1984,Bor-Serbia,44.0819,22.0967
1985,Negotin-Serbia,44.2264,22.5308
1986,Kladovo-Serbia,44.6073,22.6155
1987,Majdanpek-Serbia,44.4228,21.9358
1988,Golubac-Serbia,44.6529,21.6308
1989,Kucevo-Serbia,44.4767,21.6712
1990,Zagubica-Serbia,44.1979,21.7902
1991,Petrovac na Mlavi-Serbia,44.3773,21.4198
1992,Despotovac-Serbia,44.0932,21.444
1993,Svilajnac-Serbia,44.2383,21.197
1994,Doljevac-Serbia,43.1968,21.8334
1995,Merosina-Serbia,43.2813,21.7218
1996,Aleksinac-Serbia,43.5417,21.7078
1997,Blace-Serbia,43.297,21.2727
1998,Brus-Serbia,43.3846,21.0289
1999,Krusevac-Serbia,43.581,21.3352
2000,Aleksandrovac-Serbia,43.4609,21.0539
2001,Vrnjacka Banja-Serbia,43.6223,20.8956
2002,Trstenik-Serbia,43.6169,21.0025
2003,Varvarin-Serbia,43.7195,21.3712
2004,Cicevac-Serbia,43.72,21.4436
2005,Razanj-Serbia,43.6744,21.5492
2006,Paracin-Serbia,43.8592,21.4119
2007,Cuprija-Serbia,43.9284,21.3745
2008,Jagodina-Serbia,43.9791,21.2583
2009,Rekovac-Serbia,43.8609,21.0958
2010,Ada-Serbia,45.8027,20.1285
2011,Alibunar-Serbia,45.0789,20.9682
2012,Apatin-Serbia,45.6709,18.9843
2013,Prijepolje-Serbia,43.3903,19.6506
2014,Raca-Serbia,44.2268,20.979
2015,Raska-Serbia,43.2859,20.6135
2016,Ruma-Serbia,45.0079,19.8171
2017,Senta-Serbia,45.9273,20.0789
2018,Secanj-Serbia,45.3676,20.7732
2019,Sjenica-Serbia,43.2735,20.0004
2020,Smederevo-Serbia,44.6516,20.9258
2021,Smederevska Palanka-Serbia,44.3654,20.9623
2022,Sombor-Serbia,45.7742,19.1151
2023,Srbobran-Serbia,45.5481,19.7954
2024,Sremska Mitrovica-Serbia,44.9764,19.6122
2025,Sremski Karlovci-Serbia,45.2021,19.9325
2026,Stara Pazova-Serbia,44.9861,20.1597
2027,Subotica-Serbia,46.07,19.68
2028,Temerin-Serbia,45.4095,19.8911
2029,Titel-Serbia,45.206,20.2949
2030,Topola-Serbia,44.2544,20.6824
2031,Tutin-Serbia,42.99,20.3334
2032,Ub-Serbia,44.4572,20.0762
2033,Uzice-Serbia,43.8582,19.8441
2034,Valjevo-Serbia,44.272,19.8874
2035,Veliko Gradiste-Serbia,44.7638,21.5163
2036,Vladimirci-Serbia,44.6158,19.7843
2037,Vrbas-Serbia,45.5704,19.6479
2038,Vrsac-Serbia,45.1175,21.2983
2039,Zrenjanin-Serbia,45.3786,20.3995
2040,Gornji Milanovac-Serbia,44.0245,20.4586
2041,Indija-Serbia,45.0482,20.0816
2042,Irig-Serbia,45.1001,19.8603
2043,Ivanjica-Serbia,43.582,20.2284
2044,Kanjiza-Serbia,46.0635,20.0504
2045,Kikinda-Serbia,45.8323,20.4682
2046,Knic-Serbia,43.927,20.7197
2047,Koceljeva-Serbia,44.4687,19.8214
2048,Kosjeric-Serbia,43.9987,19.9079
2049,Kovacica-Serbia,45.1109,20.6236
2050,Kovin-Serbia,44.7482,20.9766
2051,Kragujevac-Serbia,44.02,20.92
2052,Kraljevo-Serbia,43.7259,20.6896
2053,Krupanj-Serbia,44.3676,19.3633
2054,Kula-Serbia,45.6109,19.5274
2055,Lajkovac-Serbia,44.37,20.1644
2056,Lapovo-Serbia,44.1877,21.0969
2057,Ljig-Serbia,44.2266,20.2394
2058,Ljubovija-Serbia,44.1896,19.3785
2059,Loznica-Serbia,44.5312,19.2427
2060,Lucani-Serbia,43.8608,20.1384
2061,Mali Idos-Serbia,45.7092,19.6663
2062,Mali Zvornik-Serbia,44.3992,19.1214
2063,Malo Crnice-Serbia,44.5603,21.2906
2064,Mionica-Serbia,44.2524,20.0817
2065,Nova Crnja-Serbia,45.6685,20.6042
2066,Nova Varos-Serbia,43.46,19.8117
2067,Novi Becej-Serbia,45.6015,20.1364
2068,Novi Knezevac-Serbia,46.041,20.0958
2069,Novi Pazar-Serbia,43.1375,20.5149
2070,Novi Sad-Serbia,45.2504,19.8499
2071,Odzaci-Serbia,45.5076,19.2606
2072,Opovo-Serbia,45.0522,20.4313
2073,Osecina-Serbia,44.3728,19.601
2074,Pancevo-Serbia,44.8713,20.6443
2075,Pecinci-Serbia,44.9089,19.9664
2076,Plandiste-Serbia,45.2292,21.1238
2077,Pozarevac-Serbia,44.6222,21.1826
2078,Pozega-Serbia,43.8459,20.0368
2079,Priboj-Serbia,43.5836,19.5258
2080,Sid-Serbia,45.1276,19.2267
2081,Sabac-Serbia,44.7538,19.6876
2082,Arilje-Serbia,43.755,20.097
2083,Bajina Basta-Serbia,43.9709,19.5655
2084,Batocina-Serbia,44.1547,21.0799
2085,Bac-Serbia,45.3923,19.2367
2086,Backa Palanka-Serbia,45.2519,19.3916
2087,Backa Topola-Serbia,45.8152,19.6369
2088,Backi Petrovac-Serbia,45.3616,19.592
2089,Bela Crkva-Serbia,44.9015,21.4234
2090,Becej-Serbia,45.6196,20.04
2091,Bogatic-Serbia,44.8376,19.4807
2092,Zitiste-Serbia,45.4854,20.5507
2093,Zabari-Serbia,44.3562,21.2143
2094,Zabalj-Serbia,45.3741,20.0707
2095,Coka-Serbia,45.9415,20.146
2096,Cacak-Serbia,43.8897,20.3301
2097,Trgoviste-Serbia,42.3514,22.0921
2098,Vranje-Serbia,42.556,21.9002
2099,Bujanovac-Serbia,42.4606,21.7666
2100,Presevo-Serbia,42.3071,21.65
2101,Bosilegrad-Serbia,42.5005,22.4728
2102,Surdulica-Serbia,42.6904,22.1704
2103,Vladicin Han-Serbia,42.7082,22.0664
2104,Crna Trava-Serbia,42.8071,22.3247
2105,Vlasotince-Serbia,42.9659,22.1272
2106,Zitorada-Serbia,43.1902,21.7134
2107,Prokuplje-Serbia,43.2383,21.5932
2108,Babusnica-Serbia,43.068,22.4115
2109,Dimitrovgrad-Serbia,43.0155,22.7776
2110,Pirot-Serbia,43.1617,22.5871
2111,Knjazevac-Serbia,43.5667,22.2539
2112,Kursumlija-Serbia,43.139,21.2735
2113,Medveda-Serbia,42.842,21.5858
2114,Bojnik-Serbia,43.0142,21.718
2115,Lebane-Serbia,42.9171,21.7294
2116,Leskovac-Serbia,42.9976,21.9445
2117,Cajetina-Serbia,43.7497,19.715
2118,Velika Plana-Serbia,44.3323,21.0751
2119,Beocin-Serbia,45.1916,19.725
2120,Volgodonsk-Russia,47.51,42.1599
2121,Saskylakh-Russia,71.9166,114.0833
2122,Polevskoy-Russia,56.4434,60.188
2123,Saranpaul-Russia,64.2505,60.97
2124,Severnyy-Russia,67.6083,64.1233
2125,Pervouralsk-Russia,56.91,59.955
2126,Novy Port-Russia,67.6983,72.9283
2127,Pugachev-Russia,52.0148,48.7944
2128,Numto-Russia,63.6667,71.3333
2129,Novy Urengoy-Russia,66.0833,76.6332
2130,Novyy Uoyin-Russia,56.135,111.7339
2131,Nizhny Novgorod-Russia,56.333,44.0001
2132,Miass-Russia,54.9954,60.0949
2133,Omsk-Russia,54.99,73.4
2134,Naltchik-Russia,43.4981,43.6179
2135,Mirnyy-Russia,62.54,113.9614
2136,Monchegorsk-Russia,67.9291,32.8287
2137,Nyagan-Russia,62.1465,65.3814
2138,Maykop-Russia,44.61,40.12
2139,Kirensk-Russia,57.7857,108.1119
2140,Kolpino-Russia,59.73,30.65
2141,Khorgo-Russia,73.4833,113.63
2142,Kislovodsk-Russia,43.91,42.72
2143,Guryevsk-Russia,54.2981,85.9377
2144,Ivdel-Russia,60.6936,60.4133
2145,Gusinoozyorsk-Russia,51.2808,106.5004
2146,Kamenka-Russia,53.1947,44.0444
2147,Kargat-Russia,55.1959,80.2811
2148,Kasimov-Russia,54.9435,41.3931
2149,Kolomna-Russia,55.08,38.785
2150,Khanty Mansiysk-Russia,61.0015,69.0015
2151,Dimitrovgrad-Russia,54.2504,49.56
2152,Cheremkhovo-Russia,53.1588,103.0739
2153,Gornyak-Russia,50.9881,81.4877
2154,Blagodarnyy-Russia,45.1047,43.4344
2155,Bodaybo-Russia,57.965,114.329
2156,Biysk-Russia,52.5341,85.18
2157,Abakan-Russia,53.7037,91.445
2158,Angarsk-Russia,52.56,103.92
2159,Birsk-Russia,55.4244,55.5444
2160,Pskov-Russia,57.83,28.3299
2161,Smolensk-Russia,54.7827,32.0473
2162,Put Lenina-Russia,68.5166,107.8
2163,Kemerovo-Russia,55.34,86.09
2164,Kolpashevo-Russia,58.3004,82.9954
2165,Polyarnyy-Russia,69.2052,33.4502
2166,St. Petersburg-Russia,59.939,30.316
2167,Pyatigorsk-Russia,44.08,43.09
2168,Nefteyugansk-Russia,61.0777,72.7027
2169,Chernogorsk-Russia,53.8313,91.2227
2170,Lensk-Russia,60.7253,114.947
2171,Krasnoarmeysk-Russia,51.0174,45.6974
2172,Saratov-Russia,51.58,46.03
2173,Shira-Russia,54.4914,89.9531
2174,Solnechnogorsk-Russia,56.1807,36.9809
2175,Irkutsk-Russia,52.32,104.245
2176,Noyabrsk-Russia,63.1665,75.6165
2177,Yurga-Russia,55.7258,84.8854
2178,Zelenokumsk-Russia,44.4091,43.8787
2179,Olenek-Russia,68.525,112.45
2180,Salekhard-Russia,66.535,66.61
2181,Borovichi-Russia,58.3978,33.8974
2182,Kaluga-Russia,54.5204,36.27
2183,Izhevsk-Russia,56.85,53.23
2184,Volsk-Russia,52.0347,47.3743
2185,Cherepovets-Russia,59.1404,37.91
2186,Pallasovka-Russia,50.0477,46.8773
2187,Peregrebnoye-Russia,62.967,65.0859
2188,Tyumen-Russia,57.14,65.53
2189,Toguchin-Russia,55.2377,84.3777
2190,Nadym-Russia,65.5298,72.5148
2191,Matochkin Shar-Russia,73.27,56.4497
2192,Kurtamysh-Russia,54.9087,64.4333
2193,Barnaul-Russia,53.355,83.745
2194,Kimry-Russia,56.8691,37.3444
2195,Elista-Russia,46.3287,44.2087
2196,Gorno Altaysk-Russia,51.9613,85.9577
2197,Surgut-Russia,61.2599,73.425
2198,Cheboksary-Russia,56.13,47.25
2199,Mariinsk-Russia,56.2108,87.7604
2200,Safonovo-Russia,55.1465,33.2161
2201,Sayanogorsk-Russia,53.0894,91.4004
2202,Roslavl-Russia,53.9509,32.8604
2203,Rubtsovsk-Russia,51.52,81.21
2204,Slyudyanka-Russia,51.6538,103.6988
2205,Laryak-Russia,61.1012,80.2514
2206,Abaza-Russia,52.669,90.0954
2207,Velikiy Novgorod-Russia,58.5,31.33
2208,Klin-Russia,56.3431,36.6987
2209,Bagdarin-Russia,54.4333,113.6
2210,Kovrov-Russia,56.3604,41.33
2211,Sokol-Russia,59.4648,40.1144
2212,Engels-Russia,51.5004,46.12
2213,Gatchina-Russia,59.5707,30.1333
2214,Nizhnyaya Tura-Russia,58.6436,59.7983
2215,Mundybash-Russia,53.2333,87.3167
2216,Prokopyevsk-Russia,53.9,86.71
2217,Kiselevsk-Russia,54.0,86.64
2218,Novokuznetsk-Russia,53.75,87.115
2219,Luga-Russia,58.7363,29.839
2220,Moscow-Russia,55.7522,37.6155
2221,Slavgorod-Russia,53.0049,78.6696
2222,Kulunda-Russia,52.5827,78.9473
2223,Krasnoturinsk-Russia,59.7948,60.4848
2224,Vladikavkaz-Russia,43.0504,44.67
2225,Amderma-Russia,69.763,61.6677
2226,Varnek-Russia,69.7301,60.0636
2227,Leninsk Kuznetsky-Russia,54.66,86.17
2228,Mozdok-Russia,43.7543,44.6544
2229,Tashtagol-Russia,52.7918,87.8677
2230,Megion-Russia,61.0608,76.0953
2231,Balashov-Russia,51.5535,43.1631
2232,Zima-Russia,53.9331,102.0331
2233,Samara-Russia,53.195,50.1513
2234,Vyazma-Russia,55.2122,34.2918
2235,Igrim-Russia,63.1933,64.4194
2236,Norilsk-Russia,69.34,88.225
2237,Belebey-Russia,54.1291,54.1187
2238,Kalachinsk-Russia,55.0487,74.5683
2239,Vologda-Russia,59.21,39.92
2240,Orenburg-Russia,51.78,55.11
2241,Vyborg-Russia,60.7039,28.7549
2242,Svetogorsk-Russia,61.1013,28.9177
2243,Cherlak-Russia,54.1605,74.82
2244,Mezen-Russia,65.8522,44.24
2245,Buzuluk-Russia,52.7821,52.2618
2246,Kupina-Russia,54.3592,77.2742
2247,Karasuk-Russia,53.7273,78.0219
2248,Saransk-Russia,54.1704,45.18
2249,Barabinsk-Russia,55.3573,78.3519
2250,Bukachacha-Russia,52.9833,116.9166
2251,Alatyr-Russia,54.8504,46.6
2252,Shilka-Russia,51.8706,116.0306
2253,Sherlovaya Gora-Russia,50.5306,116.3006
2254,Nerchinsk-Russia,52.009,116.5486
2255,Olovyannaya-Russia,50.95,115.5666
2256,Borzya-Russia,50.3886,116.5186
2257,Bugulma-Russia,54.5543,52.7943
2258,Strezhevoy-Russia,60.7332,77.5777
2259,Nizhenvartovsk-Russia,60.935,76.58
2260,Anzhero Sudzhensk-Russia,56.08,86.04
2261,Rayevskiy-Russia,54.0674,54.9269
2262,Chita-Russia,52.055,113.465
2263,Artemovskiy-Russia,57.3652,61.8698
2264,Ryazan-Russia,54.62,39.72
2265,Bezhetsk-Russia,57.7647,36.69
2266,Novomoskovsk-Russia,54.09,38.22
2267,Zheleznogorsk-Russia,52.3548,35.4044
2268,Alapayevsk-Russia,57.8465,61.6915
2269,Starsy Oskol-Russia,51.3004,37.84
2270,Rostov-Russia,57.1892,39.4043
2271,Gubkin-Russia,51.2743,37.3843
2272,Kumertau-Russia,52.7748,55.7843
2273,Oktyabrskiy-Russia,54.46,53.46
2274,Zheleznogorsk Ilimskiy-Russia,56.5762,104.1227
2275,Noginsk-Russia,55.8704,38.48
2276,Staraya Russa-Russia,57.9948,31.3544
2277,Tikhvin-Russia,59.6448,33.5144
2278,Asbest-Russia,57.023,61.458
2279,Yoshkar Ola-Russia,56.6354,47.8749
2280,Ufa-Russia,54.79,56.04
2281,Krasnokamensk-Russia,50.0665,118.0265
2282,Orsk-Russia,51.21,58.6273
2283,Novotroitsk-Russia,51.2,58.33
2284,Bologoye-Russia,57.8722,34.0518
2285,Mikhaylovka-Russia,50.0679,43.2175
2286,Novozybkov-Russia,52.5348,31.9449
2287,Chapayevsk-Russia,52.9743,49.7243
2288,Novokuybishevsk-Russia,53.12,49.9199
2289,Tavda-Russia,58.0537,65.2583
2290,Michurinsk-Russia,52.9,40.5
2291,Serov-Russia,59.615,60.585
2292,Alekseyevka-Russia,50.6535,38.6931
2293,Valuyki-Russia,50.2091,38.0987
2294,Tuymazy-Russia,54.6048,53.6943
2295,Lgov-Russia,51.6948,35.2744
2296,Rybinsk-Russia,58.0503,38.82
2297,Uglich-Russia,57.5244,38.33
2298,Slantsy-Russia,59.1116,28.0747
2299,Vyska-Russia,55.3247,42.1644
2300,Armavir-Russia,45.0004,41.13
2301,Stavropol-Russia,45.05,41.98
2302,Bryansk-Russia,53.26,34.43
2303,Kropotkin-Russia,45.4471,40.5821
2304,Shchekino-Russia,54.0143,37.5143
2305,Derbent-Russia,42.0578,48.2774
2306,Nikolayevsk-Russia,50.0161,45.4261
2307,Tula-Russia,54.2,37.6299
2308,Murom-Russia,55.5704,42.04
2309,Plast-Russia,54.3685,60.8085
2310,Kamyshin-Russia,50.0804,45.4
2311,Syzran-Russia,53.17,48.48
2312,Kuznetsk-Russia,53.1204,46.6
2313,Gelendzhik-Russia,44.5748,38.0644
2314,Sharya-Russia,58.3798,45.5094
2315,Murmansk-Russia,68.97,33.1
2316,Isikul-Russia,54.9287,71.2682
2317,Frolovo-Russia,49.7722,43.6518
2318,Severomorsk-Russia,69.0731,33.4231
2319,Dzerzhinsk-Russia,56.2504,43.46
2320,Yalutorovsk-Russia,56.6736,66.2983
2321,Uryupinsk-Russia,50.7734,42.0031
2322,Golyshmanovo-Russia,56.3819,68.3715
2323,Nazyvayevsk-Russia,55.567,71.35
2324,Tatarsk-Russia,55.2219,75.9665
2325,Sarapul-Russia,56.4791,53.7987
2326,Tayshet-Russia,55.9277,97.9877
2327,Nevinnomyssk-Russia,44.6201,41.95
2328,Velikiye Luki-Russia,56.32,30.52
2329,Nizhnekamsk-Russia,55.6404,51.82
2330,Kirov-Russia,54.0852,34.3048
2331,Dyatkovo-Russia,53.5891,34.3392
2332,Tara-Russia,56.8982,74.3782
2333,Borisoglebsk-Russia,51.3687,42.0887
2334,Klintsy-Russia,52.7652,32.2448
2335,Mozhga-Russia,56.4548,52.1843
2336,Rzhev-Russia,56.2574,34.3275
2337,Naberezhnyye Chelny-Russia,55.7,52.3199
2338,Vichuga-Russia,57.2191,41.9287
2339,Mtsensk-Russia,53.2647,36.5472
2340,Kanash-Russia,55.5091,47.4687
2341,Topki-Russia,55.2802,85.6108
2342,Shuya-Russia,56.8543,41.3643
2343,Torzhok-Russia,57.0291,34.9787
2344,Biryusinsk-Russia,55.9607,97.8144
2345,Otradnyy-Russia,53.3778,51.3474
2346,Serpukhov-Russia,54.9304,37.43
2347,Balakovo-Russia,52.03,47.8
2348,Atkarsk-Russia,51.8765,44.9961
2349,Kirovo-Chepetsk-Russia,58.5544,50.0444
2350,Kirov-Russia,58.5901,49.67
2351,Serdobsk-Russia,52.4622,44.2218
2352,Aleksin-Russia,54.5143,37.0944
2353,Shumerlya-Russia,55.4848,46.4244
2354,Yefremov-Russia,53.1491,38.1215
2355,Buynaksk-Russia,42.8335,47.113
2356,Makhachkala-Russia,42.98,47.5
2357,Yaroslavl-Russia,57.62,39.87
2358,Sovetsk-Russia,57.5785,48.9581
2359,Salavat-Russia,53.3703,55.93
2360,Sterlitamak-Russia,53.63,55.96
2361,Bogoroditsk-Russia,53.7747,38.1144
2362,Morshansk-Russia,53.4547,41.8044
2363,Obninsk-Russia,55.0804,36.62
2364,Georgievsk-Russia,44.1599,43.4699
2365,Sol-lletsk-Russia,51.1603,54.9999
2366,Vladimir-Russia,56.13,40.4099
2367,Pechora-Russia,65.1587,57.2087
2368,Ulyanovsk-Russia,54.33,48.41
2369,Kirsanov-Russia,52.6574,42.7174
2370,Kotovsk-Russia,52.5947,41.5044
2371,Tambov-Russia,52.73,41.43
2372,Volkhov-Russia,59.9291,32.3387
2373,Vyshnniy Volochek-Russia,57.583,34.5631
2374,Orel-Russia,52.97,36.07
2375,Kandalaksha-Russia,67.1643,32.4144
2376,Ussuriysk-Russia,43.8,132.02
2377,Petrozavodsk-Russia,61.85,34.28
2378,Votkinsk-Russia,57.0304,53.99
2379,Omutninsk-Russia,58.6589,52.1592
2380,Novoaltaysk-Russia,53.3993,83.9588
2381,Ust' Ordynskiy-Russia,52.833,104.7
2382,Kirs-Russia,59.3138,52.2452
2383,Kondopoga-Russia,62.2087,34.2887
2384,Ruzayevka-Russia,54.0643,44.9244
2385,Tver-Russia,56.86,35.89
2386,Kotelnich-Russia,58.3041,48.3137
2387,Kaliningrad-Russia,54.7,20.4973
2388,Perm'-Russia,58.0174,56.2855
2389,Penza-Russia,53.18,45.0
2390,Velikiy Ustyug-Russia,60.7687,46.2987
2391,Aleysk-Russia,52.4918,82.7777
2392,Balakhna-Russia,56.4943,43.5944
2393,Podolsk-Russia,55.3804,37.5299
2394,Kineshma-Russia,57.47,42.13
2395,Yegoryevsk-Russia,55.3848,39.0294
2396,Volzhskiy-Russia,48.7948,44.7744
2397,Volgograd-Russia,48.71,44.5
2398,Onega-Russia,63.9271,38.0771
2399,Cherepanovo-Russia,54.2336,83.3688
2400,Apatity-Russia,67.5731,33.393
2401,Umba-Russia,66.6814,34.3455
2402,Kovda-Russia,66.6903,32.8702
2403,Kirovsk-Russia,67.6091,33.6687
2404,Iskitim-Russia,54.6509,83.2865
2405,Belgorod-Russia,50.63,36.5999
2406,Taganrog-Russia,47.23,38.92
2407,Velsk-Russia,61.0674,42.0974
2408,Sasovo-Russia,54.3491,41.9087
2409,Voronezh-Russia,51.73,39.27
2410,Syktyvkar-Russia,61.66,50.82
2411,Krasnoufimsk-Russia,56.5991,57.7586
2412,Lipetsk-Russia,52.62,39.64
2413,Yelets-Russia,52.58,38.5
2414,Ust Kut-Russia,56.765,105.76
2415,Magnitogorsk-Russia,53.4227,58.98
2416,Gryazi-Russia,52.4948,39.9343
2417,Kazan-Russia,55.7499,49.1263
2418,Arzamas-Russia,55.4,43.8
2419,Buy-Russia,58.4847,41.5244
2420,Kostroma-Russia,57.77,40.94
2421,Zelenodolsk-Russia,55.8406,48.655
2422,Nizhneudinsk-Russia,54.8977,99.0277
2423,Chistopol-Russia,55.3648,50.6407
2424,Perm-Russia,58.0,56.25
2425,Nizhny Tagil-Russia,57.92,59.975
2426,Kem-Russia,64.9536,34.5684
2427,Belomorsk-Russia,64.5252,34.7658
2428,Ob-Russia,54.998,82.7077
2429,Novosibirsk-Russia,55.03,82.96
2430,Cherkessk-Russia,44.2904,42.06
2431,Livny-Russia,52.4248,37.6044
2432,Sibay-Russia,52.7091,58.6387
2433,Kursk-Russia,51.74,36.19
2434,Verkhnyaya Salda-Russia,58.0502,60.5498
2435,Naryan Mar-Russia,67.6474,53.0574
2436,Kyshtym-Russia,55.7,60.5595
2437,Krasnouralsk-Russia,58.3515,60.0515
2438,Almetyevsk-Russia,54.9004,52.3199
2439,Archangel-Russia,64.575,40.545
2440,Verkhniy Ufaley-Russia,56.0663,60.2313
2441,Chusovoy-Russia,58.2934,57.813
2442,Nikel-Russia,69.4126,30.2188
2443,Zlatoust-Russia,55.175,59.65
2444,Nevyansk-Russia,57.4902,60.2148
2445,Sochi-Russia,43.59,39.73
2446,Novoshakhtinsk-Russia,47.77,39.92
2447,Bugrino-Russia,68.8079,49.3042
2448,Shakhty-Russia,47.7204,40.27
2449,Bataysk-Russia,47.1368,39.7449
2450,Astrakhan-Russia,46.3487,48.055
2451,Kotlas-Russia,61.2631,46.6631
2452,Indiga-Russia,67.6898,49.0166
2453,Severouralsk-Russia,60.1565,59.9615
2454,Akhtubinsk-Russia,48.2787,46.1687
2455,Shoyna-Russia,67.8666,44.1334
2456,Sosnogorsk-Russia,63.5948,53.8943
2457,Shebekino-Russia,50.4144,36.8944
2458,Ukhta-Russia,63.56,53.69
2459,Yemanzhelinsk-Russia,54.7489,61.2935
2460,Bakal-Russia,54.9459,58.7959
2461,Troitsk-Russia,54.1056,61.5702
2462,Yekaterinburg-Russia,56.85,60.6
2463,Segezha-Russia,63.7548,34.3243
2464,Kamensk Uralskiy-Russia,56.4205,61.935
2465,Karpinsk-Russia,59.7602,60.0098
2466,Usinsk-Russia,65.923,57.403
2467,Kudymkar-Russia,59.0162,54.633
2468,Vikhorevka-Russia,56.0931,101.2427
2469,Bratsk-Russia,56.157,101.615
2470,Glazov-Russia,58.1232,52.6288
2471,Solikamsk-Russia,59.67,56.75
2472,Severodvinsk-Russia,64.57,39.83
2473,Mednogorsk-Russia,51.4191,57.5787
2474,Gay-Russia,51.4747,58.4543
2475,Dombarovskiy-Russia,50.7546,59.54
2476,Kungur-Russia,57.4348,56.9543
2477,Gubakha-Russia,58.8691,57.5887
2478,Kurgan-Russia,55.46,65.345
2479,Ust-Ulimsk-Russia,57.99,102.6333
2480,Slobodskoy-Russia,58.7185,50.188
2481,Kizel-Russia,59.0644,57.6343
2482,Leninogorsk-Russia,54.5987,52.4487
2483,Rostov-Russia,47.2346,39.7127
2484,Orekhovo-Zuevo-Russia,55.82,38.98
2485,Buguruslan-Russia,53.663,52.433
2486,Turukhansk-Russia,65.8382,87.955
2487,Zmeinogorsk-Russia,51.1571,82.195
2488,Ulan Ude-Russia,51.825,107.625
2489,Teli-Russia,51.0333,90.2333
2490,Asino-Russia,56.9931,86.1627
2491,Vladivostok-Russia,43.13,131.91
2492,Shadrinsk-Russia,56.0837,63.6333
2493,Vorontsovo-Russia,71.6983,83.5642
2494,Kyzyl-Russia,51.7067,94.3831
2495,Tazovskiy-Russia,67.4667,78.7
2496,Magas-Russia,43.1667,44.8
2497,Nazran-Russia,43.233,44.783
2498,Groznyy-Russia,43.3187,45.6987
2499,Krasnokamsk-Russia,58.0747,55.7443
2500,Asha-Russia,54.998,57.2726
2501,Berezniki-Russia,59.42,56.76
2502,Nelidovo-Russia,56.2235,32.7731
2503,Ivanovo-Russia,57.01,41.01
2504,Sergiyev Posad-Russia,56.33,38.17
2505,Tolyatti-Russia,53.4804,49.53
2506,Uelen-Russia,66.1541,-169.8106
2507,Skovorodino-Russia,53.9833,123.9167
2508,Kyakhta-Russia,50.3527,106.4527
2509,Zvezdnyy-Russia,70.9566,-179.59
2510,Dalnerechensk-Russia,45.9273,133.7223
2511,Bikin-Russia,46.8203,134.2649
2512,Magdagachi-Russia,53.45,125.8
2513,Shimanovsk-Russia,52.0024,127.6975
2514,Zeya-Russia,53.75,127.2666
2515,Neftekamsk-Russia,56.0835,54.2631
2516,Nordvik-Russia,74.0165,111.51
2517,Khatanga-Russia,72.0411,102.465
2518,Agapa-Russia,71.4504,89.25
2519,Yessey-Russia,68.4837,102.1666
2520,Nakhodka-Russia,42.8374,132.8874
2521,Partizansk-Russia,43.1349,133.1349
2522,Kodinskiy-Russia,58.6981,99.1777
2523,Khabarovsk-Russia,48.455,135.12
2524,Boyarka-Russia,70.767,97.5
2525,Savetskaya Gavan-Russia,48.9699,140.2749
2526,Uyar-Russia,55.8104,94.3153
2527,Bogotol-Russia,56.2165,89.5184
2528,Lesosibirsk-Russia,58.2433,92.4833
2529,Noginsk-Russia,64.4833,91.2333
2530,Artemovsk-Russia,54.3487,93.4355
2531,Podkamennaya-Russia,61.5995,90.1236
2532,Dikson-Russia,73.507,80.5451
2533,Igarka-Russia,67.4671,86.5833
2534,Komsa-Russia,61.868,89.2577
2535,Kansk-Russia,56.19,95.71
2536,Arsenyev-Russia,44.1623,133.2823
2537,Starorybnoye-Russia,72.7666,104.8
2538,Zaozernyy-Russia,55.962,94.7028
2539,Achinsk-Russia,56.27,90.5
2540,Omolon-Russia,65.25,160.5
2541,Pevek-Russia,69.7008,170.3133
2542,Mikhalkino-Russia,69.4244,161.4811
2543,Lesozavodsk-Russia,45.4748,133.4298
2544,Pokrovsk-Russia,61.4934,129.1272
2545,Olyokminsk-Russia,60.5032,120.3926
2546,Svobodnyy-Russia,51.4062,128.1312
2547,Omsukchan-Russia,62.5333,155.8
2548,Tynda-Russia,55.1743,124.7076
2549,Omchak-Russia,61.6333,147.9167
2550,Progress-Russia,49.7504,129.6167
2551,Belogorsk-Russia,50.9191,128.4637
2552,Susuman-Russia,62.7833,148.1668
2553,Amursk-Russia,50.2228,136.8974
2554,Kavalerovo-Russia,44.2702,135.0498
2555,Dalnegorsk-Russia,44.5372,135.5172
2556,Ishim-Russia,56.1502,69.4498
2557,Yakutsk-Russia,62.035,129.735
2558,Kamenna Obi-Russia,53.7936,81.3388
2559,Severobaykalsk-Russia,55.634,109.313
2560,Trofimovsk-Russia,72.5997,127.0337
2561,Novorossiysk-Russia,44.73,37.7699
2562,Inta-Russia,66.0374,60.1674
2563,Gyda-Russia,70.8814,78.4661
2564,Uray-Russia,60.1401,64.7548
2565,Tobolsk-Russia,58.1998,68.2648
2566,Suntar-Russia,62.1444,117.6319
2567,Vorkuta-Russia,67.5,64.01
2568,Uzhur-Russia,55.3292,89.8207
2569,Bilibino-Russia,68.0504,166.3333
2570,Tiksi-Russia,71.6269,128.835
2571,Beringovskiy-Russia,63.0655,179.3067
2572,Okha-Russia,53.5739,142.9479
2573,Nogliki-Russia,51.8333,143.1667
2574,Ambarchik-Russia,69.651,162.3336
2575,Spassk Dalniy-Russia,44.6002,132.8198
2576,Komsomolsk na Amure-Russia,50.555,137.02
